"Ctrl_Record_ID_Review","Ctrl_nameRecordedBy_Standard","Ctrl_recordNumber_Standard","Ctrl_key_family_recordedBy_recordNumber","Ctrl_key_year_recordedBy_recordNumber","wcvp_kew_id","wcvp_family","wcvp_genus","wcvp_species","wcvp_infraspecies","wcvp_taxon_name","wcvp_authors","wcvp_rank","wcvp_taxonomic_status","wcvp_accepted_kew_id","wcvp_accepted_name","wcvp_accepted_authors","wcvp_parent_kew_id","wcvp_parent_name","wcvp_parent_authors","wcvp_reviewed","wcvp_publication","wcvp_original_name_id","wcvp_TAXON_NAME_U","wcvp_searchNotes","wcvp_searchedName","fb2020_taxonID","fb2020_acceptedNameUsageID","fb2020_parentNameUsageID","fb2020_originalNameUsageID","fb2020_scientificName","fb2020_namePublishedIn","fb2020_namePublishedInYear","fb2020_higherClassification","fb2020_family","fb2020_specificEpithet","fb2020_infraspecificEpithet","fb2020_taxonRank","fb2020_scientificNameAuthorship","fb2020_taxonomicStatus","fb2020_nomenclaturalStatus","fb2020_modified","fb2020_bibliographicCitation","fb2020_references","fb2020_scientificNamewithoutAuthorship","fb2020_scientificNamewithoutAuthorship_U","fb2020_searchNotes","fb2020_searchedName","Ctrl_occurrenceID","Ctrl_bibliographicCitation","Ctrl_downloadAsSynonym","Ctrl_scientificNameSearched","Ctrl_scientificNameReference","Ctrl_acceptedNameUsage","Ctrl_scientificNameAuthorship","Ctrl_scientificName","Ctrl_scientificNameOriginalSource","Ctrl_family","Ctrl_genus","Ctrl_specificEpithet","Ctrl_infraspecificEpithet","Ctrl_modified","Ctrl_institutionCode","Ctrl_collectionCode","Ctrl_catalogNumber","Ctrl_identificationQualifier","Ctrl_identifiedBy","Ctrl_dateIdentified","Ctrl_typeStatus","Ctrl_recordNumber","Ctrl_recordedBy","Ctrl_fieldNumber","Ctrl_country","Ctrl_stateProvince","Ctrl_municipality","Ctrl_locality","Ctrl_year","Ctrl_month","Ctrl_day","Ctrl_decimalLatitude","Ctrl_decimalLongitude","Ctrl_occurrenceRemarks","Ctrl_comments","Ctrl_taxonRank","Ctrl_voucherAmostra","Ctrl_amostraVerificada","Ctrl_naoPossivelVerificar","Ctrl_observacaoNaoPossivelVerificar","Ctrl_dataVerificacao","Ctrl_verificadoPor","Ctrl_emailVerificador","Ctrl_scientificName_verified","Ctrl_family_verified","link_imagem_amostra","tombo","Ctrl_recordedBy_U"
741,"THOMAS",10087,"SAPINDACEAE_THOMAS_10087","1993_THOMAS_10087",,,,,,,,,,,,,,,,,,,,,,20913,,20912,,"Melicoccus espiritosantensis Acev.-Rodr.",,,"Flora e Funga;Angiospermas;Sapindaceae Juss.;Melicoccus P.Browne;Melicoccus espiritosantensis Acev.-Rodr.","SAPINDACEAE","espiritosantensis",,"ESPECIE","Acev.-Rodr.","NOME_ACEITO","NOME_CORRETO",2020-12-31 15:34:15.917,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB20913","Melicoccus espiritosantensis","MELICOCCUS ESPIRITOSANTENSIS","NOME_ACEITO","Melicoccus espiritosantensis","reflora=RB00714312","reflora",,,,,"Acev.-Rodr.","Melicoccus espiritosantensis","SAPINDACEAE Melicoccus espiritosantensis Acev.-Rodr.","SAPINDACEAE","Melicoccus","espiritosantensis",,,,"RB","RB00714312",,"Ricardo Pediz",,"não","10087","W.W. Thomas",,"Brasil","Bahia","Prado","; the entrance at km 18 east of Itamaraju on road to Prado, 8 km from entrance. Reserva Florestal da Brasil de Holanda Industrias S.A.",1993,"10","22",-17.1833333333333,-39.3333333333333,"Tree, 15m; leaves lustrous green above; fruit orange, Southern Bahian moist forest. Tabuleiro",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://reflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/BemVindoConsultaPublicaHVConsultar.do?modoConsulta=LISTAGEM&quantidadeResultado=20&codigoBarra=RB00714312","RB_RB00714312","W.W. THOMAS"
897,"FRAGA",4261,"MORACEAE_FRAGA_4261","2024_FRAGA_4261",,,,,,,,,,,,,,,,,,,,,,10186,,10184,618325,"Maclura tinctoria (L.) D.Don ex Steud.",,,"Flora e Funga;Angiospermas;Moraceae Gaudich.;Maclura Nutt.;Maclura tinctoria (L.) D.Don ex Steud.","MORACEAE","tinctoria",,"ESPECIE","(L.) D.Don ex Steud.","NOME_ACEITO","NOME_CORRETO",2020-12-30 15:40:49.371,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB10186","Maclura tinctoria","MACLURA TINCTORIA","NOME_ACEITO","Maclura tinctoria","jabot=RB:RB01560056","jabot",,,,,"(L.) D.Don ex Steud.","Maclura tinctoria","Maclura tinctoria (L.) D.Don ex Steud.","MORACEAE","Maclura","tinctoria",,2024-08-19,"RB","RB","RB01560056",,,,,"4261","C.N. Fraga",,"Brasil","Bahia","Prado","Ao redor da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Árvore,ca. 20 m. Inflorescência verdes, estigmasverde calros",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01560056","RB_RB01560056","C.N. FRAGA"
1539,"FRAGA",4267,"SOLANACEAE_FRAGA_4267","2024_FRAGA_4267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","Solanum","jabot=RB:RB01560062","jabot",,,,,,"Solanum","Solanum","SOLANACEAE","Solanum",,,2024-08-19,"RB","RB","RB01560062",,,,,"4267","C.N. Fraga",,"Brasil","Bahia","Prado","Ao redor da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Arbusto, ca. 2m. Flores passados verde, estames amarelos",,"GENUS",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01560062","RB_RB01560062","C.N. FRAGA"
1557,"FRAGA",4262,"HELICONIACEAE_FRAGA_4262","2024_FRAGA_4262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","Heliconia","jabot=RB:RB01560057","jabot",,,,,,"Heliconia","Heliconia","HELICONIACEAE","Heliconia",,,2024-08-19,"RB","RB","RB01560057",,,,,"4262","C.N. Fraga",,"Brasil","Bahia","Prado","Ao redor da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Erva terrestre, ca. 2m. Folhas comlâminas brlhosas na face abaxial. Brácteas avermelhadas, pedicelos amarelos. Flores velhas acastanhadas",,"GENUS",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01560057","RB_RB01560057","C.N. FRAGA"
1601,"FRAGA",4263,"PIPERACEAE_FRAGA_4263","2024_FRAGA_4263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","Piper","jabot=RB:RB01560058","jabot",,,,,,"Piper","Piper","PIPERACEAE","Piper",,,2024-08-19,"RB","RB","RB01560058",,,,,"4263","C.N. Fraga",,"Brasil","Bahia","Prado","Ao redor da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Arbusto, ca. 2m. Inflorescência verde escuras.",,"GENUS",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01560058","RB_RB01560058","C.N. FRAGA"
1620,"FRAGA",4265,"MALPIGHIACEAE_FRAGA_4265","2024_FRAGA_4265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","MALPIGHIACEAE","jabot=RB:RB01560060","jabot",,,,,,"MALPIGHIACEAE","MALPIGHIACEAE","MALPIGHIACEAE",,,,2024-08-19,"RB","RB","RB01560060",,,,,"4265","C.N. Fraga",,"Brasil","Bahia","Prado","Ao redor da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Liana. Folhas verde discolores. Flores co sépalas acastanhadas, pétalas amarelas,estames esverdeados",,"FAMILY",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01560060","RB_RB01560060","C.N. FRAGA"
1750,"FRAGA",4266,"BIGNONIACEAE_FRAGA_4266","2024_FRAGA_4266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","BIGNONIACEAE","jabot=RB:RB01560061","jabot",,,,,,"BIGNONIACEAE","BIGNONIACEAE","BIGNONIACEAE",,,,2024-08-19,"RB","RB","RB01560061",,,,,"4266","C.N. Fraga",,"Brasil","Bahia","Prado","Ao redor da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Liana. Folhas verde discolores. Frutos verde escuro tetra alado",,"FAMILY",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01560061","RB_RB01560061","C.N. FRAGA"
1775,"FRAGA",4264,"POACEAE_FRAGA_4264","2024_FRAGA_4264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","POACEAE","jabot=RB:RB01560059","jabot",,,,,,"POACEAE","POACEAE","POACEAE",,,,2024-08-19,"RB","RB","RB01560059",,,,,"4264","C.N. Fraga",,"Brasil","Bahia","Prado","Ao redor da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Erva,ca. 1m. Folhas verde clar. Inflorescência vinosa",,"FAMILY",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01560059","RB_RB01560059","C.N. FRAGA"
1322,"MEDEIROS",5804,"BIGNONIACEAE_MEDEIROS_5804","2024_MEDEIROS_5804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","BIGNONIACEAE","jabot=RB:RB01551542","jabot",,,,,,"BIGNONIACEAE","BIGNONIACEAE","BIGNONIACEAE",,,,2024-07-16,"RB","RB","RB01551542",,,,,"5804","H. Medeiros",,"Brasil","Bahia","Prado","BA 489, Km 34, sentido Prado/Itamaraju. Arredores da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Liana, frutos imaturos verdes.",,"FAMILY",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551542","RB_RB01551542","H. MEDEIROS"
1338,"MEDEIROS",5801,"SAPINDACEAE_MEDEIROS_5801","2024_MEDEIROS_5801",,,,,,,,,,,,,,,,,,,,,,20925,,20914,,"Paullinia rubiginosa Cambess.",,,"Flora e Funga;Angiospermas;Sapindaceae Juss.;Paullinia L.;Paullinia rubiginosa Cambess.","SAPINDACEAE","rubiginosa",,"ESPECIE","Cambess.","NOME_ACEITO","NOME_CORRETO",2021-10-23 18:14:56.496,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB20925","Paullinia rubiginosa","PAULLINIA RUBIGINOSA","NOME_ACEITO","Paullinia rubiginosa","jabot=RB:RB01551539","jabot",,,,,"Cambess.","Paullinia rubiginosa","Paullinia rubiginosa Cambess.","SAPINDACEAE","Paullinia","rubiginosa",,2024-07-16,"RB","RB","RB01551539",,,,,"5801","H. Medeiros",,"Brasil","Bahia","Prado","BA 489, Km 34, sentido Prado/Itamaraju. Arredores da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Liana, frutos imaturos verdes, maduros amarelos, alas vermelhas.",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551539","RB_RB01551539","H. MEDEIROS"
1561,"MEDEIROS",5806,"BIGNONIACEAE_MEDEIROS_5806","2024_MEDEIROS_5806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","BIGNONIACEAE","jabot=RB:RB01551544","jabot",,,,,,"BIGNONIACEAE","BIGNONIACEAE","BIGNONIACEAE",,,,2024-07-16,"RB","RB","RB01551544",,,,,"5806","H. Medeiros",,"Brasil","Bahia","Prado","BA 489, Km 34, sentido Prado/Itamaraju. Arredores da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Liana, cálice verde e corola rosa.",,"FAMILY",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551544","RB_RB01551544","H. MEDEIROS"
1638,"MEDEIROS",5805,"RUBIACEAE_MEDEIROS_5805","2024_MEDEIROS_5805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","RUBIACEAE","jabot=RB:RB01551543","jabot",,,,,,"RUBIACEAE","RUBIACEAE","RUBIACEAE",,,,2024-07-16,"RB","RB","RB01551543",,,,,"5805","H. Medeiros",,"Brasil","Bahia","Prado","BA 489, Km 34, sentido Prado/Itamaraju. Arredores da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Arbusto 3 m, frutos jovens verdes.",,"FAMILY",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551543","RB_RB01551543","H. MEDEIROS"
1682,"MEDEIROS",5802,"LEGUMINOSAE_MEDEIROS_5802","2024_MEDEIROS_5802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not found","Bauhinia","jabot=RB:RB01551540","jabot",,,,,,"Bauhinia","Bauhinia","LEGUMINOSAE","Bauhinia",,,2024-07-16,"RB","RB","RB01551540",,,,,"5802","H. Medeiros",,"Brasil","Bahia","Prado","BA 489, Km 34, sentido Prado/Itamaraju. Arredores da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Arvoreta 4 m, Botões florais verdes.",,"GENUS",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551540","RB_RB01551540","H. MEDEIROS"
1734,"MEDEIROS",5803,"COSTACEAE_MEDEIROS_5803","2024_MEDEIROS_5803",,,,,,,,,,,,,,,,,,,,,,110658,,110641,,"Costus spiralis (Jacq.) Roscoe",,,"Flora e Funga;Angiospermas;Costaceae Nakai;Costus L.;Costus spiralis (Jacq.) Roscoe","COSTACEAE","spiralis",,"ESPECIE","(Jacq.) Roscoe","NOME_ACEITO","NOME_CORRETO",2020-11-17 05:45:41.819,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB110658","Costus spiralis","COSTUS SPIRALIS","NOME_ACEITO","Costus spiralis","jabot=RB:RB01551541","jabot",,,,,"(Jacq.) Roscoe","Costus spiralis","Costus spiralis (Jacq.) Roscoe","COSTACEAE","Costus","spiralis",,2024-07-16,"RB","RB","RB01551541",,"R.C. Forzza","3/5/2024",,"5803","H. Medeiros",,"Brasil","Bahia","Prado","BA 489, Km 34, sentido Prado/Itamaraju. Arredores da base do ICMBio.",2024,"5","3",-17.1405555,-39.4144444,"NA, Erva 2 m, brácteas vinho, flores vinho.",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551541","RB_RB01551541","H. MEDEIROS"
3114,"GOUVEA",123,"SOLANACEAE_GOUVEA_123","2014_GOUVEA_123",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,,2021-10-31 21:13:33.77,,,,,,,"splink=BHCB:172102","splink",,,,,"Mart.","Solanum asterophorum","Solanum asterophorum","SOLANACEAE","Solanum","asterophorum",,,"UFMG","BHCB","172102",,,"2014",,"123","Gouvêa, YF; Stehmann, JR; Machado, TM; Paula, LFA de",,"Brasil","Bahia","Prado","BA-489, Próximo ao Parque Nacional do Descobrimento. Crescendo em solo úmido. Luz indireta.",2014,"6","19",-17.286111,-39.318056,"<nO>Corola branca. Anteras amarelas.</nO>",,,FALSE,FALSE,FALSE,,,,,,,"https://specieslink.net/search/records/catalognumber/172102/collectionCode/BHCB","BHCB_172102","GOUVÊA, YF; STEHMANN, JR; MACHADO, TM; PAULA, LFA DE"
808,"THOMAS",10120,"FABACEAE_THOMAS_10120","1993_THOMAS_10120",,,,,,,,,,,,,,,,,,,,,,23033,,22803,,"Inga thibaudiana DC.",,,"Flora e Funga;Angiospermas;Fabaceae Lindl.;Inga Mill.;Inga thibaudiana DC.","FABACEAE","thibaudiana",,"ESPECIE","DC.","NOME_ACEITO","NOME_CORRETO",2020-12-22 10:57:29.596,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB23033","Inga thibaudiana","INGA THIBAUDIANA","NOME_ACEITO","Inga thibaudiana","reflora=BR0000009235564","reflora",,,,,"DC.","Inga thibaudiana","FABACEAE Inga thibaudiana DC.","FABACEAE","Inga","thibaudiana",,,,"BR","BR0000009235564",,"Sem determinador",,"não","10120","W.W. Thomas, A. Carvalho, A. Amorim, J. Jardim et al.",,"Brazil",,,"Bahia: Mun. Prado. Reserva; Florestal da Brasil de Holanda Industrias S.A.; the entrance at Km 18 east of Itamaraju on road to Prado, 8 km from entrance. Southern Bahian moist forest",1993,"10","22",-17.1833333333333,-39.3333333333333,"NA, NA",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://reflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/BemVindoConsultaPublicaHVConsultar.do?modoConsulta=LISTAGEM&quantidadeResultado=20&codigoBarra=BR0000009235564","BR_BR0000009235564","W.W. THOMAS, A. CARVALHO, A. AMORIM, J. JARDIM ET AL."
814,"FERNANDEZ",1631,"MELASTOMATACEAE_FERNANDEZ_1631","2023_FERNANDEZ_1631",,,,,,,,,,,,,,,,,,,,,,9713,,9666,,"Miconia hypoleuca (Benth.) Triana",,,"Flora e Funga;Angiospermas;Melastomataceae A.Juss.;Miconia Ruiz & Pav.;Miconia hypoleuca (Benth.) Triana","MELASTOMATACEAE","hypoleuca",,"ESPECIE","(Benth.) Triana","NOME_ACEITO","NOME_CORRETO",2020-10-13 17:46:01.794,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB9713","Miconia hypoleuca","MICONIA HYPOLEUCA","NOME_ACEITO","Miconia hypoleuca","jabot=RB:RB01504883","jabot",,,,,"(Benth.) Triana","Miconia hypoleuca","Miconia hypoleuca (Benth.) Triana","MELASTOMATACEAE","Miconia","hypoleuca",,2023-11-16,"RB","RB","RB01504883",,"D. Nunes","14/11/2023",,"1631","E.P. Fernandez",,"Brasil","Bahia","Prado","Base Serra Delta, Trilha do Macaco Prego.",2023,"8","17",-17.1411111,-39.4136111,"NA, Árvore c/ cerca de 4,0 m, terrícola, semi-heliófila; folhas verdes discolores, face adaxial verde-escura, glabra, face abaxial cinérea; frutos verdes",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01504883","RB_RB01504883","E.P. FERNANDEZ"
824,"FERNANDEZ",1636,"PIPERACEAE_FERNANDEZ_1636","2023_FERNANDEZ_1636",,,,,,,,,,,,,,,,,,,,,,12738,,12735,,"Piper aduncum L.",,,"Flora e Funga;Angiospermas;Piperaceae Giseke;Piper L.;Piper aduncum L.","PIPERACEAE","aduncum",,"ESPECIE","L.","NOME_ACEITO","NOME_CORRETO",2020-12-31 19:19:56.571,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12738","Piper aduncum","PIPER ADUNCUM","NOME_ACEITO","Piper aduncum","jabot=RB:RB01504888","jabot",,,,,"L.","Piper aduncum","Piper aduncum L.","PIPERACEAE","Piper","aduncum",,2024-05-16,"RB","RB","RB01504888",,"E.F. Guimarães","2024",,"1636","E.P. Fernandez",,"Brasil","Bahia","Prado","Base Serra Delta, Trilha do Macaco Prego.",2023,"8","17",-17.1411111,-39.4136111,"NA, Arbusto c/ cerca de 1,8 m, terrícola, semi-heliófila; folhas verdes discolores; espigas verdes frutos enegrescidos",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01504888","RB_RB01504888","E.P. FERNANDEZ"
851,"FERNANDEZ",1638,"PIPERACEAE_FERNANDEZ_1638","2023_FERNANDEZ_1638",,,,,,,,,,,,,,,,,,,,,,20323,,12735,,"Piper vicosanum Yunck.",,,"Flora e Funga;Angiospermas;Piperaceae Giseke;Piper L.;Piper vicosanum Yunck.","PIPERACEAE","vicosanum",,"ESPECIE","Yunck.","NOME_ACEITO","NOME_CORRETO",2021-09-09 17:12:31.163,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB20323","Piper vicosanum","PIPER VICOSANUM","NOME_ACEITO","Piper vicosanum","jabot=RB:RB01504890","jabot",,,,,"Yunck.","Piper vicosanum","Piper vicosanum Yunck.","PIPERACEAE","Piper","vicosanum",,2024-05-16,"RB","RB","RB01504890",,"G.A. Queiroz & E.F. Guimarães","17/4/2024",,"1638","E.P. Fernandez",,"Brasil","Bahia","Prado","Base Serra Delta, Trilha do Macaco Prego.",2023,"8","17",-17.1411111,-39.4136111,"NA, Arbusto c/ cerca de 1,0 m, terrícola, semi-heliófila; folhas verdes discolores; espigas verde-claro quando em flor, verde-escuro e espessa ao frutificar",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01504890","RB_RB01504890","E.P. FERNANDEZ"
862,"FERNANDEZ",1617,"PIPERACEAE_FERNANDEZ_1617","2023_FERNANDEZ_1617",,,,,,,,,,,,,,,,,,,,,,12746,,12735,20277,"Piper anisum (Spreng.) Angely",,,"Flora e Funga;Angiospermas;Piperaceae Giseke;Piper L.;Piper anisum (Spreng.) Angely","PIPERACEAE","anisum",,"ESPECIE","(Spreng.) Angely","NOME_ACEITO","NOME_CORRETO",2020-10-13 09:30:10.014,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12746","Piper anisum","PIPER ANISUM","NOME_ACEITO","Piper anisum","jabot=RB:RB01504868","jabot",,,,,"(Spreng.) Angely","Piper anisum","Piper anisum (Spreng.) Angely","PIPERACEAE","Piper","anisum",,2024-05-16,"RB","RB","RB01504868",,"E.F. Guimarães","2024",,"1617","E.P. Fernandez",,"Brasil","Bahia","Prado","Base Serra Delta, Trilha do Macaco Prego.",2023,"8","17",-17.1411111,-39.4136111,"NA, Arbusto c/ cerca 1,5 m; folhas verdes discolores; espigas c/ frutos verdes",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01504868","RB_RB01504868","E.P. FERNANDEZ"
886,"FERNANDEZ",1637,"PIPERACEAE_FERNANDEZ_1637","2023_FERNANDEZ_1637",,,,,,,,,,,,,,,,,,,,,,12738,,12735,,"Piper aduncum L.",,,"Flora e Funga;Angiospermas;Piperaceae Giseke;Piper L.;Piper aduncum L.","PIPERACEAE","aduncum",,"ESPECIE","L.","NOME_ACEITO","NOME_CORRETO",2020-12-31 19:19:56.571,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12738","Piper aduncum","PIPER ADUNCUM","NOME_ACEITO","Piper aduncum","jabot=RB:RB01504889","jabot",,,,,"L.","Piper aduncum","Piper aduncum L.","PIPERACEAE","Piper","aduncum",,2024-05-16,"RB","RB","RB01504889",,"E.F. Guimarães","2024",,"1637","E.P. Fernandez",,"Brasil","Bahia","Prado","Base Serra Delta, Trilha do Macaco Prego.",2023,"8","17",-17.1411111,-39.4136111,"NA, Arbusto c/ cerca de 1,8 m, terrícola, semi-heliófila; folhas verdes discolores; espigas verdes",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01504889","RB_RB01504889","E.P. FERNANDEZ"
1326,"FERNANDEZ",1618,"POACEAE_FERNANDEZ_1618","2023_FERNANDEZ_1618",,,,,,,,,,,,,,,,,,,,,,13297,,13295,,"Lasiacis ligulata Hitchc. & Chase",,,"Flora e Funga;Angiospermas;Poaceae Barnhart;Panicoideae Link;Lasiacis (Griseb.) Hitchc.;Lasiacis ligulata Hitchc. & Chase","POACEAE","ligulata",,"ESPECIE","Hitchc. & Chase","NOME_ACEITO","NOME_CORRETO",2014-10-12 22:36:53.067,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13297","Lasiacis ligulata","LASIACIS LIGULATA","NOME_ACEITO","Lasiacis ligulata","jabot=RB:RB01504869","jabot",,,,,"Hitchc. & Chase","Lasiacis ligulata","Lasiacis ligulata Hitchc. & Chase","POACEAE","Lasiacis","ligulata",,2023-10-31,"RB","RB","RB01504869",,"Mario Gomes","24/10/2023",,"1618","E.P. Fernandez",,"Brasil","Bahia","Prado","Base Serra Delta, Trilha do Macaco Prego.",2023,"8","17",-17.1411111,-39.4136111,"NA, Erva rizomatoza, umbrófila; folhas verdes concolores; frutos verdes",,"SPECIES",FALSE,FALSE,FALSE,,,,,,,"http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01504869","RB_RB01504869","E.P. FERNANDEZ"
